latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
41.23634,-8.55359,299.83,0.44,0.46,2023-06-30,200,N,VIIRS,n,2,286.99,0.4,N,0
37.46907,-6.08794,305.43,0.47,0.39,2023-06-30,201,N,VIIRS,n,2,292.21,0.77,N,0
38.37854,-6.4826,301.93,0.49,0.41,2023-06-30,201,N,VIIRS,n,2,291.77,0.84,N,2
38.50232,-8.93594,314.26,0.43,0.46,2023-06-30,201,N,VIIRS,n,2,292.43,1.73,N,2
38.77401,-9.26769,335.87,0.43,0.38,2023-06-30,1323,N,VIIRS,n,2,304.53,2.39,D,0
40.94075,-7.50527,333.06,0.39,0.36,2023-06-30,1323,N,VIIRS,l,2,305.31,1.86,D,0
37.95641,-8.80459,303.89,0.38,0.58,2023-07-01,142,N,VIIRS,n,2,293.51,1.25,N,2
37.95657,-8.8039,304.55,0.38,0.58,2023-07-01,142,N,VIIRS,n,2,293.23,0.92,N,2
40.3088,-8.66311,303.8,0.39,0.59,2023-07-01,142,N,VIIRS,n,2,285.91,0.57,N,0
41.67318,-8.6323,297.38,0.37,0.58,2023-07-01,322,N,VIIRS,n,2,286.89,0.77,N,0
41.67484,-8.63828,313.81,0.37,0.58,2023-07-01,322,N,VIIRS,n,2,286.66,0.77,N,0
41.67963,-8.6347,300.24,0.37,0.58,2023-07-01,322,N,VIIRS,n,2,286.88,0.77,N,0
40.2901,-8.42112,301.34,0.48,0.48,2023-07-02,303,N,VIIRS,n,2,290.46,0.99,N,2
38.50269,-8.93784,304.09,0.5,0.49,2023-07-02,304,N,VIIRS,n,2,292.74,0.82,N,2
37.33262,-6.77876,334.02,0.32,0.55,2023-07-02,1245,N,VIIRS,l,2,304.39,2.61,D,0
37.38895,-6.29213,335.26,0.6,0.53,2023-07-02,1245,N,VIIRS,l,2,308.81,4.94,D,0
37.78882,-8.68916,341.83,0.45,0.63,2023-07-02,1426,N,VIIRS,n,2,303.84,6.28,D,0
37.79015,-8.6916,367,0.45,0.63,2023-07-02,1426,N,VIIRS,h,2,307.1,13.36,D,0
37.7904,-8.68624,355.48,0.45,0.63,2023-07-02,1426,N,VIIRS,n,2,303.22,13.36,D,0
37.79447,-8.69483,347.29,0.45,0.63,2023-07-02,1426,N,VIIRS,n,2,302.54,10.48,D,0
37.79469,-8.68949,367,0.45,0.63,2023-07-02,1426,N,VIIRS,h,2,304.73,25.32,D,0
37.81773,-8.5618,340.86,0.45,0.63,2023-07-02,1426,N,VIIRS,n,2,304.43,3.43,D,0
37.81795,-8.55642,336.09,0.45,0.63,2023-07-02,1426,N,VIIRS,n,2,303.9,3.43,D,0
41.51731,-8.05077,340.31,0.51,0.66,2023-07-02,1427,N,VIIRS,n,2,297.91,4.93,D,0
41.1531,-8.10284,311.4,0.45,0.39,2023-07-03,244,N,VIIRS,n,2,291.95,1,N,0
38.50061,-8.93623,311.79,0.46,0.39,2023-07-03,245,N,VIIRS,n,2,293.98,1.75,N,2
38.50316,-8.93801,308.46,0.46,0.39,2023-07-03,245,N,VIIRS,n,2,293.79,1.3,N,2
37.23609,-6.07352,337.3,0.34,0.56,2023-07-03,1406,N,VIIRS,l,2,310.97,3.74,D,0
37.38825,-6.25225,340.8,0.33,0.55,2023-07-03,1406,N,VIIRS,l,2,313.76,8.08,D,0
37.3885,-6.24836,354.96,0.33,0.55,2023-07-03,1406,N,VIIRS,n,2,316.1,10,D,0
37.38874,-6.24452,351.08,0.33,0.55,2023-07-03,1406,N,VIIRS,n,2,311.29,10,D,0
39.49232,-8.17387,339.07,0.55,0.51,2023-07-03,1407,N,VIIRS,n,2,310.54,4.68,D,0
38.49966,-8.93462,308.77,0.39,0.36,2023-07-04,226,N,VIIRS,n,2,291.17,0.87,N,2
41.04295,-6.85327,341.45,0.57,0.43,2023-07-04,1349,N,VIIRS,n,2,309.1,7.1,D,0
41.31703,-8.68289,345.13,0.48,0.4,2023-07-04,1349,N,VIIRS,n,2,300.4,17.32,D,0
