latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
37.95427,-8.79807,310.98,0.56,0.43,2023-12-07,250,N20,VIIRS,n,2,251.73,1.3,N,2
38.50154,-8.93682,315.04,0.39,0.36,2023-12-08,232,N20,VIIRS,n,2,285.31,1.57,N,2
37.95431,-8.80205,296.31,0.45,0.39,2023-12-09,213,N20,VIIRS,n,2,276.2,0.6,N,2
37.95848,-8.80643,296.81,0.45,0.39,2023-12-09,213,N20,VIIRS,n,2,275.14,0.79,N,0
37.18126,-6.89863,301.96,0.35,0.57,2023-12-11,135,N20,VIIRS,n,2,287.5,0.81,N,0
37.95784,-8.80902,295.35,0.46,0.63,2023-12-11,135,N20,VIIRS,n,2,284.78,1.62,N,0
38.50431,-8.93965,295.21,0.47,0.64,2023-12-11,135,N20,VIIRS,n,2,284.95,0.65,N,0
37.96112,-8.80515,298.6,0.39,0.59,2023-12-11,315,N20,VIIRS,n,2,285.97,0.94,N,0
38.6308,-9.07789,308.81,0.36,0.58,2023-12-11,315,N20,VIIRS,n,2,286.63,0.95,N,2
