latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
41.23491,-7.61058,304.46,0.38,0.36,2023-08-29,225,N20,VIIRS,n,2,281.95,0.81,N,0
41.61843,-8.27497,304.52,0.39,0.36,2023-08-29,225,N20,VIIRS,n,2,286.13,0.81,N,0
41.6231,-8.28348,327.72,0.39,0.36,2023-08-29,225,N20,VIIRS,n,2,286.41,1.92,N,0
41.77824,-8.36538,314.33,0.39,0.36,2023-08-29,225,N20,VIIRS,n,2,279.39,2.74,N,0
41.77951,-8.35068,297.38,0.39,0.36,2023-08-29,225,N20,VIIRS,n,2,281.16,0.58,N,0
41.78154,-8.36456,333.32,0.39,0.36,2023-08-29,225,N20,VIIRS,n,2,280.41,2.74,N,0
41.78223,-8.3693,311.21,0.39,0.36,2023-08-29,225,N20,VIIRS,n,2,277.75,1.83,N,0
41.78281,-8.34986,295.78,0.39,0.36,2023-08-29,225,N20,VIIRS,n,2,280.57,4.69,N,0
41.78349,-8.35445,296.99,0.39,0.36,2023-08-29,225,N20,VIIRS,n,2,279.87,4.69,N,0
41.78679,-8.35365,345.93,0.39,0.36,2023-08-29,225,N20,VIIRS,n,2,284.88,4.69,N,0
41.78747,-8.35828,297.91,0.39,0.36,2023-08-29,225,N20,VIIRS,n,2,278.25,0.78,N,0
41.79478,-8.36142,320.49,0.39,0.36,2023-08-29,225,N20,VIIRS,n,2,281.72,2.04,N,0
41.79547,-8.3661,298.8,0.39,0.36,2023-08-29,225,N20,VIIRS,n,2,280.38,1.04,N,0
37.31287,-8.51453,300.81,0.38,0.36,2023-08-29,226,N20,VIIRS,n,2,287.48,0.38,N,0
37.95778,-8.80292,304.06,0.38,0.36,2023-08-29,226,N20,VIIRS,n,2,293.02,1.11,N,2
38.50289,-8.93632,317.51,0.39,0.36,2023-08-29,226,N20,VIIRS,n,2,292.93,2.08,N,2
38.62941,-9.07611,302.65,0.39,0.36,2023-08-29,226,N20,VIIRS,n,2,290.63,0.59,N,2
39.76973,-8.64242,308.8,0.39,0.36,2023-08-29,226,N20,VIIRS,n,2,287.15,1.14,N,0
41.98775,-7.00974,299.62,0.48,0.4,2023-08-30,206,N20,VIIRS,n,2,285.87,2.93,N,0
41.98842,-7.01554,309.08,0.48,0.4,2023-08-30,206,N20,VIIRS,n,2,285.01,2.93,N,0
41.99204,-7.01452,326.09,0.48,0.4,2023-08-30,206,N20,VIIRS,n,2,289.7,2.93,N,0
41.99271,-7.02032,327.08,0.48,0.4,2023-08-30,206,N20,VIIRS,n,2,284.08,6.59,N,0
41.99567,-7.01346,315.19,0.48,0.4,2023-08-30,206,N20,VIIRS,n,2,285.93,3.19,N,0
41.99634,-7.01932,326.73,0.48,0.4,2023-08-30,206,N20,VIIRS,n,2,283.29,3.15,N,0
37.07571,-8.04335,328.65,0.47,0.4,2023-08-30,207,N20,VIIRS,n,2,293.83,6.08,N,0
37.9581,-8.80246,302.23,0.51,0.41,2023-08-30,207,N20,VIIRS,n,2,292.19,1.38,N,2
38.50041,-8.93727,302.65,0.53,0.42,2023-08-30,207,N20,VIIRS,n,2,289.63,1.55,N,2
38.5023,-8.93687,304.26,0.53,0.42,2023-08-30,207,N20,VIIRS,n,2,290.66,1.32,N,2
38.62838,-9.07669,306.54,0.54,0.42,2023-08-30,207,N20,VIIRS,n,2,289.26,0.7,N,2
38.38873,-8.36133,345.25,0.39,0.36,2023-08-30,1329,N20,VIIRS,n,2,314.35,9.18,D,0
41.98962,-7.01337,335.85,0.4,0.37,2023-08-30,1330,N20,VIIRS,l,2,307.65,3.99,D,0
41.40242,-8.11717,327.39,0.6,0.53,2023-08-31,147,N20,VIIRS,n,2,288.12,4.88,N,0
41.40512,-8.11562,328.62,0.6,0.53,2023-08-31,147,N20,VIIRS,n,2,287.78,4.37,N,0
41.58545,-8.08955,322.94,0.6,0.53,2023-08-31,147,N20,VIIRS,n,2,287.58,2.8,N,0
41.59029,-8.08825,306.39,0.6,0.53,2023-08-31,147,N20,VIIRS,n,2,287.73,2.8,N,0
41.7005,-8.7136,301.67,0.32,0.55,2023-08-31,147,N20,VIIRS,n,2,290.22,0.52,N,0
37.95889,-8.80268,303.51,0.6,0.53,2023-08-31,148,N20,VIIRS,n,2,291.66,1.8,N,2
40.47443,-7.70005,297.17,0.56,0.51,2023-08-31,148,N20,VIIRS,n,2,285.32,0.66,N,0
38.89875,-6.50004,308.6,0.71,0.75,2023-08-31,328,N20,VIIRS,n,2,286.7,2.45,N,0
38.90005,-6.49884,301.96,0.71,0.75,2023-08-31,328,N20,VIIRS,n,2,286.62,1.9,N,0
38.90252,-6.50641,298.24,0.71,0.75,2023-08-31,328,N20,VIIRS,n,2,285.72,1.43,N,0
37.18749,-6.90389,304.3,0.43,0.62,2023-09-01,310,N20,VIIRS,n,2,288.26,1.17,N,0
37.95216,-8.79373,305.73,0.56,0.43,2023-09-02,251,N20,VIIRS,n,2,286.64,2.38,N,0
37.953,-8.79889,325.85,0.56,0.43,2023-09-02,251,N20,VIIRS,n,2,287.68,2.18,N,2
37.95345,-8.79992,325.14,0.56,0.43,2023-09-02,251,N20,VIIRS,n,2,287.92,2.38,N,2
37.95685,-8.7976,300.89,0.56,0.43,2023-09-02,251,N20,VIIRS,n,2,286.93,2.18,N,2
39.11124,-8.5827,298.43,0.55,0.42,2023-09-02,251,N20,VIIRS,n,2,280.86,1.38,N,0
37.95157,-8.79733,342.21,0.61,0.54,2023-09-02,1413,N20,VIIRS,n,2,298.42,13.37,D,0
37.95248,-8.79857,341.04,0.61,0.54,2023-09-02,1413,N20,VIIRS,n,2,297.79,10.47,D,2
