latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
41.7193,-8.2437,299.93,0.39,0.36,2023-02-10,226,N,VIIRS,n,2,273.42,0.35,N,0
41.89803,-7.13605,320.2,0.38,0.36,2023-02-10,226,N,VIIRS,n,2,273.06,1.24,N,0
41.89875,-7.14063,309.58,0.38,0.36,2023-02-10,226,N,VIIRS,n,2,272.1,1.24,N,0
42.09858,-8.22379,328.54,0.39,0.36,2023-02-10,226,N,VIIRS,n,2,277.79,2.64,N,0
42.1019,-8.22293,304.91,0.39,0.36,2023-02-10,226,N,VIIRS,n,2,276.44,2.64,N,0
38.50002,-8.93519,304.01,0.39,0.36,2023-02-10,227,N,VIIRS,n,2,281.06,0.97,N,2
38.62978,-9.07594,302.34,0.39,0.36,2023-02-10,227,N,VIIRS,n,2,279.25,0.6,N,2
41.7398,-7.33018,327.8,0.74,0.76,2023-02-10,1209,N,VIIRS,n,2,281.73,4.67,D,0
42.11081,-8.22684,349.6,0.79,0.78,2023-02-10,1209,N,VIIRS,n,2,283.96,14.88,D,0
42.11398,-8.23244,341.94,0.79,0.78,2023-02-10,1209,N,VIIRS,n,2,282.07,9.65,D,0
42.29617,-7.28713,337.88,0.71,0.75,2023-02-10,1209,N,VIIRS,n,2,278.46,6.11,D,0
40.96621,-8.06302,334.14,0.51,0.41,2023-02-10,1349,N,VIIRS,n,2,291.12,14.93,D,0
41.55275,-8.11221,335.02,0.52,0.41,2023-02-10,1349,N,VIIRS,n,2,286.25,10.07,D,0
41.55424,-7.40344,332.18,0.55,0.43,2023-02-10,1349,N,VIIRS,n,2,287.11,5.67,D,0
41.60598,-8.15891,331.4,0.51,0.41,2023-02-10,1349,N,VIIRS,n,2,294.15,9.57,D,0
41.60976,-8.15973,330.13,0.51,0.41,2023-02-10,1349,N,VIIRS,n,2,289.35,20.18,D,0
41.68576,-7.89752,331.16,0.53,0.42,2023-02-10,1349,N,VIIRS,n,2,288.98,19.54,D,0
41.68899,-7.90426,328.35,0.53,0.42,2023-02-10,1349,N,VIIRS,n,2,283.34,3.27,D,0
41.71188,-6.67023,332.05,0.4,0.44,2023-02-10,1349,N,VIIRS,n,2,287.7,2.33,D,0
41.74646,-6.61221,326.65,0.4,0.44,2023-02-10,1349,N,VIIRS,n,2,286.83,2.46,D,0
41.89905,-8.34518,329.6,0.51,0.41,2023-02-10,1349,N,VIIRS,n,2,291.02,5.64,D,0
40.56291,-8.54572,308.77,0.55,0.42,2023-02-11,207,N,VIIRS,n,2,274.16,1.61,N,0
41.69909,-7.87602,324.6,0.53,0.42,2023-02-11,207,N,VIIRS,n,2,272.76,2.91,N,0
41.70293,-7.87536,331.12,0.53,0.42,2023-02-11,207,N,VIIRS,n,2,274.75,3.99,N,0
41.90973,-8.26304,296.88,0.55,0.43,2023-02-11,207,N,VIIRS,n,2,276.88,2.3,N,0
40.98238,-8.04891,340.57,0.39,0.36,2023-02-11,1330,N,VIIRS,n,2,288.7,4.34,D,0
40.98567,-8.04975,325.38,0.39,0.36,2023-02-11,1330,N,VIIRS,n,2,286.04,1.65,D,0
40.99081,-8.08406,335.73,0.39,0.36,2023-02-11,1330,N,VIIRS,n,2,285.86,2.63,D,0
40.99342,-8.08948,330.77,0.39,0.36,2023-02-11,1330,N,VIIRS,n,2,290.96,40,D,0
40.99478,-8.08033,339.41,0.39,0.36,2023-02-11,1330,N,VIIRS,n,2,291.38,32.68,D,0
40.99671,-8.09033,330.73,0.39,0.36,2023-02-11,1330,N,VIIRS,n,2,289.25,40,D,0
40.99739,-8.08578,367,0.39,0.36,2023-02-11,1330,N,VIIRS,h,2,335.71,40,D,0
40.99807,-8.0812,350.96,0.39,0.36,2023-02-11,1330,N,VIIRS,n,2,296.56,32.68,D,0
41,-8.09118,328.45,0.39,0.36,2023-02-11,1330,N,VIIRS,n,2,287.6,7.76,D,0
41.00068,-8.08664,334.07,0.39,0.36,2023-02-11,1330,N,VIIRS,n,2,283.62,7.76,D,0
41.02428,-7.92743,343.82,0.39,0.36,2023-02-11,1330,N,VIIRS,n,2,288.35,4.77,D,0
41.26664,-8.27917,329.56,0.38,0.36,2023-02-11,1330,N,VIIRS,n,2,290.08,2.47,D,0
41.26993,-8.28004,336.13,0.38,0.36,2023-02-11,1330,N,VIIRS,n,2,288.24,3.47,D,0
41.34119,-8.26099,338.05,0.38,0.36,2023-02-11,1330,N,VIIRS,n,2,290.63,7.69,D,0
41.41818,-8.63016,325.57,0.38,0.36,2023-02-11,1330,N,VIIRS,n,2,290.33,1.77,D,0
41.60778,-8.11289,345.92,0.39,0.36,2023-02-11,1330,N,VIIRS,n,2,294.05,9,D,0
41.60846,-8.10832,328.46,0.39,0.36,2023-02-11,1330,N,VIIRS,n,2,291.1,4.42,D,0
42.14692,-8.09159,328.72,0.39,0.36,2023-02-11,1330,N,VIIRS,n,2,289.36,3.07,D,0
42.16622,-8.25446,330.05,0.39,0.36,2023-02-11,1330,N,VIIRS,n,2,289.79,2.18,D,0
41.50026,-8.0933,341.21,0.61,0.53,2023-02-12,148,N,VIIRS,n,2,275.24,6.01,N,0
41.51426,-8.32082,300.26,0.63,0.54,2023-02-12,148,N,VIIRS,n,2,272.21,0.98,N,0
41.59672,-7.95932,298.65,0.6,0.53,2023-02-12,148,N,VIIRS,n,2,273.01,1.43,N,0
