latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
37.177,-6.89149,298.06,0.5,0.41,2023-04-01,238,N20,VIIRS,n,2,285.86,1.69,N,0
38.50025,-8.93423,307.32,0.41,0.37,2023-04-01,238,N20,VIIRS,n,2,284.08,1.1,N,2
41.88053,-6.71524,343.21,0.58,0.52,2023-04-01,1401,N20,VIIRS,n,2,288.41,5.28,D,0
41.25297,-8.55658,300.4,0.42,0.38,2023-04-02,218,N20,VIIRS,n,2,279.65,0.99,N,2
41.25471,-8.55446,304.09,0.42,0.38,2023-04-02,218,N20,VIIRS,n,2,280.25,1.19,N,2
38.40684,-6.92158,298.87,0.38,0.36,2023-04-02,219,N20,VIIRS,n,2,282.14,0.41,N,0
38.50216,-8.93668,308.35,0.41,0.37,2023-04-02,219,N20,VIIRS,n,2,286.12,1.37,N,2
38.62945,-9.07621,307.16,0.42,0.37,2023-04-02,219,N20,VIIRS,n,2,286.11,0.63,N,2
38.92197,-9.01189,314.91,0.42,0.37,2023-04-02,219,N20,VIIRS,n,2,287.89,1.33,N,2
37.31857,-6.53463,335.46,0.47,0.4,2023-04-02,1340,N20,VIIRS,l,2,306.63,7.41,D,0
41.8423,-7.81416,325.02,0.47,0.39,2023-04-02,1342,N20,VIIRS,n,2,295.27,2.09,D,0
41.91168,-8.36523,335.78,0.45,0.39,2023-04-02,1342,N20,VIIRS,n,2,291.76,3.24,D,0
41.76926,-8.27632,310.69,0.43,0.46,2023-04-03,159,N20,VIIRS,n,2,274.15,0.85,N,0
38.3782,-6.48332,295.61,0.49,0.4,2023-04-03,200,N20,VIIRS,n,2,280.96,0.6,N,2
38.50153,-8.93482,301.4,0.43,0.46,2023-04-03,200,N20,VIIRS,n,2,284.73,0.84,N,2
38.63033,-9.07971,305.4,0.43,0.46,2023-04-03,200,N20,VIIRS,n,2,283.31,1.4,N,2
38.92285,-9.00918,303.34,0.43,0.46,2023-04-03,200,N20,VIIRS,n,2,286.01,1.48,N,2
37.09095,-6.23222,326.68,0.46,0.39,2023-04-03,201,N20,VIIRS,n,2,277.53,2.78,N,0
37.1753,-6.89247,303.45,0.49,0.41,2023-04-03,201,N20,VIIRS,n,2,285.95,1.07,N,0
