latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
38.50446,-8.93785,300.08,0.43,0.46,2023-09-23,257,N20,VIIRS,n,2,286.33,1.27,N,2
39.68576,-8.90582,300.82,0.4,0.45,2023-09-23,257,N20,VIIRS,n,2,286.07,0.93,N,2
41.2542,-8.55571,302.08,0.4,0.37,2023-09-24,237,N20,VIIRS,n,2,286.3,0.82,N,0
37.23751,-6.05895,302.61,0.55,0.43,2023-09-24,238,N20,VIIRS,n,2,288.43,1.82,N,0
38.50237,-8.93673,318.23,0.41,0.37,2023-09-24,238,N20,VIIRS,n,2,292.1,2.09,N,2
40.02453,-6.36408,340.08,0.54,0.68,2023-09-24,1220,N20,VIIRS,n,2,297.18,5.08,D,0
41.1837,-8.32961,354.44,0.47,0.48,2023-09-24,1401,N20,VIIRS,n,2,304.52,12.76,D,0
41.18451,-8.32745,340.18,0.47,0.48,2023-09-24,1401,N20,VIIRS,n,2,303.7,7.35,D,0
37.95867,-8.80262,303.31,0.4,0.37,2023-09-25,219,N20,VIIRS,n,2,292.92,1.53,N,2
38.37918,-6.48481,303.24,0.38,0.36,2023-09-25,219,N20,VIIRS,n,2,289.79,0.8,N,2
38.50215,-8.93595,312.52,0.41,0.37,2023-09-25,219,N20,VIIRS,n,2,292.75,1.46,N,2
37.22625,-6.87592,308.56,0.38,0.36,2023-09-25,220,N20,VIIRS,n,2,292.38,1.16,N,0
37.42614,-6.03116,338.07,0.49,0.4,2023-09-25,1340,N20,VIIRS,n,2,311.78,4.34,D,0
41.03142,-8.07205,330.75,0.45,0.39,2023-09-25,1342,N20,VIIRS,n,2,296.52,4.74,D,0
38.50073,-8.93797,318.43,0.42,0.45,2023-09-26,200,N20,VIIRS,n,2,292.52,1.77,N,2
38.62926,-9.07719,305.6,0.43,0.46,2023-09-26,200,N20,VIIRS,n,2,291.56,0.84,N,2
37.95759,-8.80571,306.14,0.41,0.45,2023-09-26,201,N20,VIIRS,n,2,291.06,1.7,N,2
38.50053,-8.93615,331.65,0.42,0.38,2023-09-26,1322,N20,VIIRS,n,2,302.95,2.9,D,2
39.08575,-8.95097,342.88,0.41,0.37,2023-09-26,1322,N20,VIIRS,n,2,304.23,2.99,D,0
39.08831,-8.95663,335.93,0.41,0.37,2023-09-26,1322,N20,VIIRS,n,2,302.34,2.55,D,0
39.08912,-8.95194,340.57,0.41,0.37,2023-09-26,1322,N20,VIIRS,n,2,302.8,2.99,D,0
39.62309,-7.45499,335.43,0.39,0.36,2023-09-26,1322,N20,VIIRS,l,2,307.58,1.46,D,0
39.62637,-7.45587,337.12,0.39,0.36,2023-09-26,1322,N20,VIIRS,n,2,306.38,1.46,D,0
39.65154,-7.01463,337.41,0.38,0.36,2023-09-26,1322,N20,VIIRS,l,2,308.03,2.16,D,0
39.65223,-7.01019,343.13,0.38,0.36,2023-09-26,1322,N20,VIIRS,n,2,307.87,5.05,D,0
39.65482,-7.01549,340.7,0.38,0.36,2023-09-26,1322,N20,VIIRS,n,2,306.94,2.16,D,0
39.82277,-7.55198,338.18,0.39,0.36,2023-09-26,1322,N20,VIIRS,n,2,304.59,2.1,D,0
40.04729,-8.58226,341.65,0.4,0.37,2023-09-26,1322,N20,VIIRS,n,2,300.83,2.2,D,0
40.04807,-8.57763,340.03,0.4,0.37,2023-09-26,1322,N20,VIIRS,n,2,300.77,3.54,D,0
40.05061,-8.58321,336.48,0.4,0.37,2023-09-26,1322,N20,VIIRS,n,2,299.57,2.2,D,0
40.16612,-8.59002,337.37,0.4,0.37,2023-09-26,1322,N20,VIIRS,n,2,300.82,1.8,D,0
40.16725,-8.59346,346.21,0.4,0.37,2023-09-26,1322,N20,VIIRS,n,2,302.48,3.45,D,0
40.18961,-7.47903,335.86,0.39,0.36,2023-09-26,1322,N20,VIIRS,n,2,303.24,2.33,D,0
40.19033,-7.47455,335.84,0.39,0.36,2023-09-26,1322,N20,VIIRS,n,2,303.55,2.33,D,0
40.19617,-7.48078,348.54,0.39,0.36,2023-09-26,1322,N20,VIIRS,n,2,306.55,4.45,D,0
40.19688,-7.47629,342.63,0.39,0.36,2023-09-26,1322,N20,VIIRS,n,2,305.43,4.45,D,0
40.19944,-7.48165,335.13,0.39,0.36,2023-09-26,1322,N20,VIIRS,n,2,303.93,3.09,D,0
40.42472,-8.79998,339.74,0.4,0.37,2023-09-26,1322,N20,VIIRS,n,2,301.21,2.89,D,0
40.99844,-8.04187,337.03,0.39,0.36,2023-09-26,1323,N20,VIIRS,n,2,297.77,5.93,D,0
38.63174,-9.08121,301.63,0.39,0.59,2023-09-27,141,N20,VIIRS,n,2,289,0.58,N,2
37.95771,-8.8029,295.38,0.37,0.58,2023-09-27,142,N20,VIIRS,n,2,283.68,0.89,N,2
38.50226,-8.9375,313.24,0.38,0.59,2023-09-27,142,N20,VIIRS,n,2,290.64,1.39,N,2
40.28946,-8.42177,296.64,0.43,0.62,2023-09-27,321,N20,VIIRS,n,2,284.62,0.55,N,2
40.29073,-8.41916,298.64,0.43,0.62,2023-09-27,321,N20,VIIRS,n,2,284.93,0.77,N,2
37.95828,-8.80694,296.66,0.48,0.64,2023-09-27,322,N20,VIIRS,n,2,286.3,1.86,N,0
38.63004,-9.07767,304.12,0.44,0.62,2023-09-27,322,N20,VIIRS,n,2,289.52,0.73,N,2
