latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
38.50005,-8.93492,302.17,0.46,0.39,2023-09-13,245,N20,VIIRS,n,2,290.34,0.71,N,2
39.68805,-8.90824,300.69,0.39,0.36,2023-09-14,225,N20,VIIRS,n,2,289.22,0.81,N,2
37.95952,-8.80342,303.23,0.38,0.36,2023-09-14,226,N20,VIIRS,n,2,292.59,1.14,N,2
38.50113,-8.93835,320.03,0.39,0.36,2023-09-14,226,N20,VIIRS,n,2,293.5,2.32,N,2
38.92069,-9.01021,303.42,0.39,0.36,2023-09-14,226,N20,VIIRS,n,2,292.09,0.85,N,3
38.70636,-8.44521,341.59,0.47,0.4,2023-09-14,1347,N20,VIIRS,n,2,305.66,4.3,D,0
38.71,-8.44588,335.85,0.47,0.4,2023-09-14,1347,N20,VIIRS,n,2,301.94,4.3,D,0
38.49984,-8.93474,303.78,0.53,0.42,2023-09-15,207,N20,VIIRS,n,2,289.66,0.91,N,2
38.50368,-8.93412,306.22,0.53,0.42,2023-09-15,207,N20,VIIRS,n,2,290.45,0.91,N,0
38.63098,-9.08022,303.04,0.54,0.42,2023-09-15,207,N20,VIIRS,n,2,290.71,0.93,N,2
38.38162,-6.48518,295.24,0.46,0.47,2023-09-16,148,N20,VIIRS,n,2,285.14,0.65,N,0
38.90268,-8.84747,328.08,0.54,0.42,2023-09-16,1310,N20,VIIRS,n,2,296.41,5.47,D,0
38.50362,-8.94043,296.26,0.57,0.69,2023-09-17,129,N20,VIIRS,n,2,284.86,1.1,N,0
