latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
41.55863,-8.13993,333.37,0.39,0.36,2023-05-01,226,N,VIIRS,n,2,283.9,2.71,N,0
37.30064,-6.87878,319.93,0.4,0.37,2023-05-01,227,N,VIIRS,n,2,289.29,1.2,N,0
37.3014,-6.88321,304.17,0.4,0.37,2023-05-01,227,N,VIIRS,n,2,288.59,1.2,N,0
37.95333,-8.79737,298.99,0.39,0.36,2023-05-01,227,N,VIIRS,n,2,285.47,0.45,N,2
38.50288,-8.93374,298.82,0.39,0.36,2023-05-01,227,N,VIIRS,n,2,288.44,0.61,N,2
38.6293,-9.07941,306.56,0.39,0.36,2023-05-01,227,N,VIIRS,n,2,290.02,0.86,N,2
39.68461,-8.90667,300.4,0.39,0.36,2023-05-01,227,N,VIIRS,n,2,286.99,0.98,N,2
41.67118,-8.1272,332.85,0.51,0.41,2023-05-01,1349,N,VIIRS,n,2,297.52,2.53,D,0
39.50515,-6.35661,308.7,0.44,0.38,2023-05-02,208,N,VIIRS,n,2,280.7,0.71,N,0
38.68346,-6.31117,336.09,0.39,0.36,2023-05-02,1330,N,VIIRS,n,2,280.3,3.48,D,0
39.00094,-6.78609,345.58,0.39,0.36,2023-05-02,1330,N,VIIRS,n,2,284.87,4.18,D,0
41.29917,-8.39929,332.28,0.38,0.36,2023-05-02,1330,N,VIIRS,n,2,296.26,1.4,D,0
41.54262,-8.27076,346.13,0.38,0.36,2023-05-02,1331,N,VIIRS,n,2,292.61,8.55,D,0
41.54591,-8.27163,344.29,0.38,0.36,2023-05-02,1331,N,VIIRS,n,2,285.85,8.55,D,0
38.5027,-8.93354,301.96,0.63,0.54,2023-05-03,149,N,VIIRS,n,2,286.79,1.76,N,2
38.92192,-9.01263,296.45,0.5,0.66,2023-05-03,329,N,VIIRS,n,2,284.57,0.7,N,2
37.11424,-8.07559,336.52,0.54,0.42,2023-05-03,1310,N,VIIRS,n,2,306.61,4.02,D,0
38.53016,-8.83344,337.47,0.55,0.43,2023-05-03,1311,N,VIIRS,n,2,302.46,4.57,D,0
37.98137,-8.82102,297.42,0.56,0.69,2023-05-04,130,N,VIIRS,n,2,284.91,1.09,N,0
37.98212,-8.81451,328.99,0.63,0.54,2023-05-04,311,N,VIIRS,n,2,286.8,2.92,N,0
38.92087,-9.01351,296.27,0.58,0.52,2023-05-04,311,N,VIIRS,n,2,283.9,0.78,N,2
38.50244,-8.93589,305.31,0.53,0.42,2023-05-05,252,N,VIIRS,n,2,286.78,1.38,N,2
