latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
38.50235,-8.93279,300.48,0.41,0.37,2023-06-20,238,N20,VIIRS,n,2,288.71,1.09,N,2
38.63067,-9.07746,311.69,0.41,0.37,2023-06-20,238,N20,VIIRS,n,2,290.25,0.87,N,2
38.92374,-9.01098,299.28,0.41,0.37,2023-06-20,238,N20,VIIRS,n,2,289.02,1.24,N,2
41.69974,-8.71294,298.48,0.39,0.37,2023-06-20,238,N20,VIIRS,n,2,287.89,0.49,N,0
37.95313,-8.79606,316.29,0.42,0.38,2023-06-20,239,N20,VIIRS,n,2,289.21,2.71,N,2
37.953,-8.79564,335.58,0.41,0.45,2023-06-20,1400,N20,VIIRS,n,2,306.58,3.07,D,2
38.37987,-6.48378,303.51,0.38,0.36,2023-06-21,220,N20,VIIRS,n,2,289.4,0.68,N,2
37.95084,-8.80005,299.42,0.41,0.45,2023-06-22,201,N20,VIIRS,n,2,287.62,0.99,N,0
37.95498,-8.79939,311.41,0.41,0.45,2023-06-22,201,N20,VIIRS,n,2,289.71,0.99,N,2
38.37904,-6.48206,299.77,0.49,0.4,2023-06-22,201,N20,VIIRS,n,2,288.5,0.8,N,2
38.62836,-9.07819,300.09,0.43,0.46,2023-06-22,201,N20,VIIRS,n,2,290.05,0.72,N,2
38.92129,-9.01154,299.68,0.43,0.46,2023-06-22,201,N20,VIIRS,n,2,289.62,1.27,N,2
37.17944,-6.89614,306.68,0.58,0.52,2023-06-23,142,N20,VIIRS,n,2,296,2.51,N,0
37.95422,-8.8018,304.02,0.37,0.58,2023-06-23,142,N20,VIIRS,n,2,291.8,2,N,2
38.50028,-8.9356,303.44,0.39,0.59,2023-06-23,142,N20,VIIRS,n,2,290.92,0.64,N,2
38.6292,-9.07892,300.92,0.39,0.6,2023-06-23,142,N20,VIIRS,n,2,290.74,0.71,N,2
37.94982,-8.79443,301.04,0.47,0.64,2023-06-23,322,N20,VIIRS,n,2,290.01,1.08,N,0
38.63272,-9.07791,301.12,0.44,0.62,2023-06-23,322,N20,VIIRS,n,2,290.46,0.72,N,2
39.86847,-7.27766,339.56,0.52,0.42,2023-06-23,1304,N20,VIIRS,n,2,308.6,5.63,D,0
42.17207,-8.65112,300.96,0.7,0.75,2023-06-24,122,N20,VIIRS,n,2,288.97,1.3,N,0
42.28916,-8.71802,303.59,0.71,0.75,2023-06-24,122,N20,VIIRS,n,2,287.55,0.85,N,0
37.17912,-6.89861,303.93,0.53,0.67,2023-06-24,123,N20,VIIRS,n,2,293.7,2.65,N,0
42.1693,-8.64547,301.36,0.43,0.46,2023-06-24,302,N20,VIIRS,n,2,284.77,0.57,N,0
42.28545,-8.7218,326.39,0.43,0.46,2023-06-24,302,N20,VIIRS,n,2,292.57,2.32,N,3
40.28746,-8.41844,302.88,0.49,0.49,2023-06-24,303,N20,VIIRS,n,2,291.92,0.64,N,0
42.13665,-8.81874,309.56,0.43,0.46,2023-06-24,303,N20,VIIRS,n,2,292.42,1.12,N,3
37.32871,-6.77312,337.86,0.32,0.55,2023-06-24,1244,N20,VIIRS,l,2,311.64,4.34,D,0
37.38817,-6.29556,341.34,0.6,0.53,2023-06-24,1244,N20,VIIRS,l,2,313.15,6.97,D,0
38.70606,-6.65999,353.97,0.59,0.52,2023-06-24,1245,N20,VIIRS,n,2,316.06,15.53,D,0
38.70623,-6.66031,354.9,0.58,0.52,2023-06-24,1245,N20,VIIRS,n,2,316.15,15.46,D,0
37.9562,-8.79591,367,0.45,0.63,2023-06-24,1425,N20,VIIRS,h,2,304.94,15.94,D,2
37.95705,-8.79437,367,0.45,0.63,2023-06-24,1425,N20,VIIRS,h,2,304.59,15.32,D,0
38.70999,-6.6618,337.6,0.6,0.71,2023-06-24,1425,N20,VIIRS,l,2,307.88,6.64,D,0
