latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
38.92276,-9.0125,305.87,0.39,0.36,2023-10-24,225,N,VIIRS,n,2,285.01,1.26,N,2
37.17733,-6.89231,296.38,0.4,0.37,2023-10-24,226,N,VIIRS,n,2,284.48,0.47,N,0
37.18142,-6.89585,296.21,0.4,0.37,2023-10-24,226,N,VIIRS,n,2,285.84,0.47,N,0
38.62996,-9.07928,297.54,0.39,0.36,2023-10-24,226,N,VIIRS,n,2,285.17,0.5,N,2
38.49992,-8.93413,311.94,0.54,0.42,2023-10-25,207,N,VIIRS,n,2,289,1.49,N,2
38.92009,-9.01163,308.76,0.55,0.42,2023-10-25,207,N,VIIRS,n,2,288.27,1.65,N,3
