latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
40.83806,-8.23853,297.63,0.41,0.37,2023-12-22,218,N,VIIRS,n,2,280.85,0.61,N,0
41.73706,-8.34125,320.47,0.42,0.38,2023-12-22,218,N,VIIRS,n,2,280.93,1.2,N,0
38.50341,-8.93527,295.67,0.41,0.37,2023-12-22,219,N,VIIRS,n,2,282.66,0.45,N,2
38.92263,-9.01274,313.27,0.42,0.37,2023-12-22,219,N,VIIRS,n,2,284.24,1.2,N,2
39.68691,-8.90687,296.83,0.42,0.38,2023-12-22,219,N,VIIRS,n,2,281.16,0.78,N,2
41.82671,-8.00226,342.33,0.45,0.39,2023-12-22,1341,N,VIIRS,n,2,288.67,5.9,D,0
42.05542,-8.23331,313.44,0.43,0.46,2023-12-23,159,N,VIIRS,n,2,279.53,2.82,N,0
42.05666,-8.23456,330.15,0.43,0.46,2023-12-23,159,N,VIIRS,n,2,279.17,3.57,N,0
42.05964,-8.23222,342.83,0.43,0.46,2023-12-23,159,N,VIIRS,n,2,280.82,2.82,N,0
42.06015,-8.23814,311.95,0.43,0.46,2023-12-23,159,N,VIIRS,n,2,277.01,2.82,N,0
42.06388,-8.23143,299.9,0.43,0.46,2023-12-23,159,N,VIIRS,n,2,279.6,0.99,N,0
37.95786,-8.80224,295.46,0.41,0.45,2023-12-23,200,N,VIIRS,n,2,284.81,1.46,N,2
38.49914,-8.93729,297.97,0.43,0.46,2023-12-23,200,N,VIIRS,n,2,280.88,1.02,N,2
38.49947,-8.93523,310.17,0.43,0.46,2023-12-23,200,N,VIIRS,n,2,281.97,1.11,N,2
38.50338,-8.93676,304.63,0.43,0.46,2023-12-23,200,N,VIIRS,n,2,282.42,0.92,N,2
38.9198,-9.01131,305.78,0.44,0.46,2023-12-23,200,N,VIIRS,n,2,283.11,1.62,N,3
42.05349,-8.23458,319.09,0.63,0.72,2023-12-23,339,N,VIIRS,n,2,276.95,2.65,N,0
42.0582,-8.23446,325.38,0.63,0.72,2023-12-23,339,N,VIIRS,n,2,278.06,4,N,0
42.0602,-8.23252,302.57,0.63,0.72,2023-12-23,339,N,VIIRS,n,2,277.98,1.88,N,0
41.69923,-6.93146,335.46,0.38,0.36,2023-12-23,1322,N,VIIRS,n,2,283.66,2.92,D,0
41.66981,-8.10761,308.71,0.37,0.58,2023-12-24,140,N,VIIRS,n,2,280.35,0.88,N,0
41.67005,-8.11244,300.65,0.37,0.58,2023-12-24,140,N,VIIRS,n,2,280.08,0.88,N,0
37.9561,-8.80295,299.46,0.37,0.58,2023-12-24,141,N,VIIRS,n,2,283.4,1.22,N,2
38.49891,-8.93705,304.34,0.38,0.59,2023-12-24,141,N,VIIRS,n,2,279.97,0.68,N,2
38.50442,-8.93679,295.22,0.38,0.59,2023-12-24,141,N,VIIRS,n,2,280.13,0.68,N,2
38.92173,-9.01117,308.01,0.39,0.59,2023-12-24,141,N,VIIRS,n,2,282.45,1.26,N,2
38.9206,-9.01234,315.04,0.42,0.61,2023-12-24,321,N,VIIRS,n,2,281.9,2.38,N,3
41.67121,-8.10502,295.99,0.39,0.6,2023-12-24,321,N,VIIRS,n,2,278.47,0.8,N,0
42.20362,-6.77964,295.84,0.56,0.69,2023-12-25,121,N,VIIRS,n,2,270.4,1.35,N,0
40.34088,-7.40723,296.59,0.59,0.7,2023-12-25,122,N,VIIRS,n,2,271.67,0.84,N,0
42.20131,-6.77761,310.26,0.52,0.5,2023-12-25,302,N,VIIRS,n,2,269.92,2.01,N,0
42.20228,-6.77736,306.15,0.52,0.5,2023-12-25,302,N,VIIRS,n,2,270.47,1.82,N,0
40.99519,-8.12518,325.47,0.6,0.53,2023-12-25,1245,N,VIIRS,n,2,283.45,5.16,D,0
38.50155,-8.93707,309.73,0.46,0.39,2023-12-26,244,N,VIIRS,n,2,282.03,1.33,N,2
38.50256,-8.93517,305.7,0.46,0.39,2023-12-26,244,N,VIIRS,n,2,281.48,1.18,N,2
37.19265,-7.51602,338.2,0.57,0.52,2023-12-26,1405,N,VIIRS,n,2,289.85,4.33,D,0
41.00175,-8.1183,330.41,0.58,0.52,2023-12-26,1407,N,VIIRS,n,2,285.8,4.14,D,0
