latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
38.62147,-9.07419,295.49,0.32,0.55,2023-04-01,149,N,VIIRS,n,2,281.89,0.37,N,0
38.9233,-9.01355,298.56,0.32,0.55,2023-04-01,149,N,VIIRS,n,2,284,1.45,N,2
41.87927,-6.71601,346.26,0.41,0.37,2023-04-01,1312,N,VIIRS,n,2,311.34,38.46,D,0
41.88265,-6.71703,353.19,0.41,0.37,2023-04-01,1312,N,VIIRS,n,2,295.75,32.16,D,0
37.35934,-6.67604,296.16,0.42,0.61,2023-04-02,131,N,VIIRS,n,2,285.15,0.89,N,0
38.49985,-8.9372,295.48,0.57,0.69,2023-04-02,131,N,VIIRS,n,2,283.63,1.07,N,2
38.92214,-9.01088,300.7,0.58,0.52,2023-04-02,311,N,VIIRS,n,2,284.24,1.48,N,2
37.08913,-6.23641,299.15,0.73,0.76,2023-04-03,112,N,VIIRS,n,2,276.92,1.33,N,0
37.1774,-6.90047,300.02,0.79,0.78,2023-04-03,112,N,VIIRS,n,2,281.63,1.68,N,0
41.76975,-8.2736,295.88,0.49,0.4,2023-04-03,251,N,VIIRS,n,2,272.56,0.29,N,0
41.7709,-8.2793,299.85,0.49,0.4,2023-04-03,251,N,VIIRS,n,2,274.34,0.57,N,0
38.50137,-8.93597,299.42,0.53,0.42,2023-04-03,252,N,VIIRS,n,2,283.56,1.06,N,2
38.91971,-9.01195,301.47,0.51,0.41,2023-04-03,252,N,VIIRS,n,2,283.8,1.55,N,3
37.09114,-6.23088,308.36,0.51,0.49,2023-04-03,253,N,VIIRS,n,2,275.4,1.48,N,0
37.17422,-6.89393,297.4,0.47,0.48,2023-04-03,253,N,VIIRS,n,2,284.94,1.52,N,0
37.17434,-6.89234,298.86,0.47,0.48,2023-04-03,253,N,VIIRS,n,2,284.85,0.94,N,0
37.35546,-7.45109,326.24,0.43,0.46,2023-04-03,253,N,VIIRS,n,2,281.25,1.15,N,0
37.09403,-6.23049,329.88,0.44,0.62,2023-04-03,1233,N,VIIRS,l,2,303.69,2.73,D,0
37.09688,-6.24246,351.77,0.44,0.62,2023-04-03,1233,N,VIIRS,n,2,302.74,3.48,D,0
37.09706,-6.24146,349.35,0.44,0.62,2023-04-03,1233,N,VIIRS,n,2,302.99,4.35,D,0
37.09693,-6.24468,330.12,0.41,0.6,2023-04-03,1414,N,VIIRS,n,2,284.92,2.62,D,0
37.09718,-6.23999,331.14,0.41,0.6,2023-04-03,1414,N,VIIRS,n,2,287.9,5.44,D,0
41.93616,-8.70621,347.3,0.71,0.75,2023-04-04,1216,N,VIIRS,n,2,291.46,10.21,D,0
38.89362,-7.18925,335.94,0.42,0.45,2023-04-04,1355,N,VIIRS,n,2,306,2.4,D,0
38.89779,-7.19002,332.17,0.42,0.45,2023-04-04,1355,N,VIIRS,n,2,305.14,2.4,D,0
41.20496,-6.89745,327.56,0.46,0.47,2023-04-04,1356,N,VIIRS,n,2,293.14,5.2,D,0
